交易时间,交易分类,交易对方,商品说明,收/支,金额,收/付款方式,交易状态,来源,是否退款
2022-06-26 15:36:25,餐饮美食,星巴克,星巴克-夜宵,支出,47.39,余额宝,支付成功,支付宝,False
2022-06-26 12:31:05,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,27.32,余额宝,支付成功,支付宝,False
2022-06-26 11:45:06,交通出行,中国石油,中国石油-加油,支出,2.88,余额宝,支付成功,支付宝,False
2022-06-26 11:32:04,日用百货,名创优品,名创优品-纸巾湿巾,支出,297.48,余额宝,支付成功,支付宝,False
2022-06-26 11:07:24,美容美发,震轩美容美发,震轩美容美发-化妆品,支出,141.92,余额宝,支付成功,支付宝,False
2022-06-25 18:39:59,服饰装扮,ZARA,ZARA-运动装备,支出,428.9,余额宝,支付成功,支付宝,False
2022-06-25 08:04:42,餐饮美食,饿了么,饿了么-早餐,支出,10.76,余额宝,支付成功,支付宝,False
2022-06-24 19:10:28,商户消费,小卖部,小卖部-买菜,支出,21.61,零钱,支付成功,微信,False
2022-06-24 19:03:08,转账,房东,房东-房租,收入,113.84,零钱,支付成功,微信,False
2022-06-24 12:06:44,微信红包,微信好友,微信好友-恭喜发财,支出,8.03,零钱,支付成功,微信,False
2022-06-24 11:50:32,爱车养车,途虎养车,途虎养车-洗车,支出,14.17,余额宝,支付成功,支付宝,False
2022-06-24 11:31:02,转账,房东,房东-还款,支出,64.16,零钱,支付成功,微信,False
2022-06-24 07:01:22,餐饮美食,瑞幸咖啡,瑞幸咖啡-外卖订单,支出,21.93,余额宝,支付成功,支付宝,False
2022-06-23 20:11:48,酒店旅游,携程旅行,携程旅行-度假,支出,2228.64,余额宝,支付成功,支付宝,False
2022-06-23 15:34:09,转账红包,家庭群,家庭群-节日红包,收入,77.96,余额宝,支付成功,支付宝,False
2022-06-23 15:02:53,数码电器,小米之家,小米之家-智能手环,支出,833.44,余额宝,支付成功,支付宝,False
2022-06-23 14:49:26,服饰装扮,耐克Nike,耐克Nike-配饰,支出,587.3,余额宝,支付成功,支付宝,False
2022-06-23 14:35:15,餐饮美食,瑞幸咖啡,瑞幸咖啡-工作餐,支出,12.46,余额宝,支付成功,支付宝,False
2022-06-23 14:26:38,转账红包,赵六,赵六-节日红包,支出,82.14,余额宝,支付成功,支付宝,False
2022-06-23 13:35:41,充值缴费,中国联通,中国联通-会员订阅,支出,141.76,余额宝,支付成功,支付宝,False
2022-06-23 13:10:15,餐饮美食,麦当劳,麦当劳-早餐,支出,30.59,余额宝,支付成功,支付宝,False
2022-06-23 12:40:39,餐饮美食,沙县小吃,沙县小吃-周末改善伙食,支出,71.27,余额宝,支付成功,支付宝,False
2022-06-23 12:25:22,扫二维码付款,出租车,出租车-付款,支出,13.49,零钱,支付成功,微信,False
2022-06-23 11:46:49,收入,XX科技有限公司,XX科技有限公司-工资发放,收入,42.49,余额宝,支付成功,支付宝,False
2022-06-22 12:09:20,商户消费,便利店,便利店-买菜,支出,30.5,零钱,支付成功,微信,False
2022-06-22 10:23:30,餐饮美食,美团外卖,美团外卖-早餐,支出,9.06,余额宝,支付成功,支付宝,False
2022-06-22 09:53:35,日用百货,屈臣氏,屈臣氏-超市购物,支出,17.45,余额宝,支付成功,支付宝,False
2022-06-21 22:41:07,交通出行,铁路12306,铁路12306-打车上班,支出,152.24,余额宝,支付成功,支付宝,False
2022-06-21 21:40:42,商户消费,水果摊,水果摊-买水果,支出,136.78,零钱,支付成功,微信,False
2022-06-21 19:45:02,餐饮美食,兰州拉面,兰州拉面-工作餐,支出,130.88,余额宝,支付成功,支付宝,False
2022-06-21 19:35:19,转账红包,家庭群,家庭群-AA收款,支出,186.85,余额宝,支付成功,支付宝,False
2022-06-21 14:35:16,扫二维码付款,小吃店,小吃店-付款,支出,80.19,零钱,支付成功,微信,False
2022-06-21 10:40:52,服饰装扮,耐克Nike,耐克Nike-运动装备,支出,66.9,余额宝,支付成功,支付宝,False
2022-06-21 09:14:19,商户消费,小卖部,小卖部-买水果,支出,23.24,零钱,支付成功,微信,False
2022-06-20 21:40:46,餐饮美食,星巴克,星巴克-周末改善伙食,支出,191.97,余额宝,支付成功,支付宝,False
2022-06-20 19:14:59,餐饮美食,兰州拉面,兰州拉面-下午茶,支出,30.05,余额宝,支付成功,支付宝,False
2022-06-20 18:39:48,商户消费,早餐车,早餐车-零钱支付,支出,48.67,零钱,支付成功,微信,False
2022-06-20 12:52:53,交通出行,公交公司,公交公司-加油,支出,16.65,余额宝,支付成功,支付宝,False
2022-06-20 10:24:34,扫二维码付款,打印店,打印店-扫码支付,支出,160.35,零钱,支付成功,微信,False
2022-06-20 05:32:49,文化休闲,大麦网,大麦网-买书,支出,113.36,余额宝,支付成功,支付宝,False
2022-06-20 03:48:02,餐饮美食,星巴克,星巴克-早餐,支出,119.16,余额宝,支付成功,支付宝,False
2022-06-19 20:37:43,服饰装扮,唯品会,唯品会-鞋子,支出,202.26,余额宝,支付成功,支付宝,False
2022-06-19 16:42:17,日用百货,淘宝购物,淘宝购物-超市购物,支出,39.47,余额宝,支付成功,支付宝,False
2022-06-19 12:00:38,转账,朋友,朋友-房租,支出,10.7,零钱,支付成功,微信,False
2022-06-19 10:19:09,商户消费,早餐车,早餐车-买早餐,支出,23.42,零钱,支付成功,微信,False
2022-06-19 08:28:52,转账,借款人,借款人-房租,支出,319.17,零钱,支付成功,微信,False
2022-06-19 04:01:01,收入,银行利息,银行利息-工资发放,收入,606.07,余额宝,支付成功,支付宝,False
2022-06-18 20:24:06,群收款,聚餐群,聚餐群-AA分摊,支出,139.84,零钱,支付成功,微信,False
2022-06-18 12:38:24,其他,菜市场,菜市场-零钱支付,支出,119.04,余额宝,支付成功,支付宝,False
2022-06-17 21:20:13,餐饮美食,瑞幸咖啡,瑞幸咖啡-夜宵,支出,29.47,余额宝,支付成功,支付宝,False
2022-06-17 20:11:00,日用百货,罗森,罗森-购买生活用品,支出,467.8,余额宝,支付成功,支付宝,False
2022-06-17 12:34:56,日用百货,屈臣氏,屈臣氏-洗漱用品,支出,29.29,余额宝,支付成功,支付宝,False
2022-06-17 10:47:49,日用百货,沃尔玛,沃尔玛-纸巾湿巾,支出,68.44,余额宝,支付成功,支付宝,False
2022-06-17 09:17:58,其他,小卖部,小卖部-买菜,支出,116.11,余额宝,支付成功,支付宝,False
2022-06-17 07:41:37,餐饮美食,喜茶,喜茶-外卖订单,支出,28.74,余额宝,支付成功,支付宝,False
2022-06-16 22:01:13,扫二维码付款,出租车,出租车-付款,支出,10.64,零钱,支付成功,微信,False
2022-06-16 19:28:17,其他,水果摊,水果摊-买菜,支出,160.17,余额宝,支付成功,支付宝,False
2022-06-16 17:18:52,住房物业,自来水公司,自来水公司-宽带费,支出,102.08,余额宝,支付成功,支付宝,False
2022-06-16 13:00:57,扫二维码付款,小吃店,小吃店-付款,支出,23.43,零钱,支付成功,微信,False
2022-06-16 10:55:24,商户消费,早餐车,早餐车-买水果,支出,36.75,零钱,支付成功,微信,False
2022-06-16 08:01:16,扫二维码付款,打印店,打印店-扫码支付,支出,24.17,零钱,支付成功,微信,False
2022-06-15 19:30:23,餐饮美食,海底捞,海底捞-周末改善伙食,支出,36.6,余额宝,支付成功,支付宝,False
2022-06-15 18:35:22,收入,XX科技有限公司,XX科技有限公司-工资发放,收入,39.31,余额宝,支付成功,支付宝,False
2022-06-15 14:30:00,收入,XX科技有限公司,工资,收入,15000.0,银行卡,支付成功,支付宝,False
2022-06-15 14:27:49,商户消费,小卖部,小卖部-买早餐,支出,59.27,零钱,支付成功,微信,False
2022-06-15 14:01:16,运动户外,淘宝购物,淘宝购物-纸巾湿巾,支出,84.54,余额宝,支付成功,支付宝,False
2022-06-15 11:37:26,转账,借款人,借款人-房租,收入,136.15,零钱,支付成功,微信,False
2022-06-15 11:23:55,转账红包,李四,李四-节日红包,支出,76.02,余额宝,支付成功,支付宝,False
2022-06-15 08:43:07,美容美发,丝芙兰,丝芙兰-理发,支出,893.72,余额宝,支付成功,支付宝,False
2022-06-14 20:38:59,住房物业,自来水公司,自来水公司-水费,支出,119.44,余额宝,支付成功,支付宝,False
2022-06-14 19:48:19,日用百货,淘宝购物,淘宝购物-洗漱用品,支出,264.26,余额宝,支付成功,支付宝,False
2022-06-14 16:03:55,转账,借款人,借款人-还款,支出,160.95,零钱,支付成功,微信,False
2022-06-14 15:22:06,扫二维码付款,路边摊,路边摊-付款,支出,9.96,零钱,支付成功,微信,False
2022-06-14 11:44:44,家居家装,屈臣氏,屈臣氏-购买生活用品,支出,72.58,余额宝,支付成功,支付宝,False
2022-06-14 10:34:39,餐饮美食,饿了么,饿了么-早餐,支出,37.81,余额宝,支付成功,支付宝,False
2022-06-14 09:25:14,餐饮美食,饿了么,饿了么-外卖订单,支出,48.71,余额宝,支付成功,支付宝,False
2022-06-13 19:42:05,转账,朋友,朋友-还款,支出,104.9,零钱,支付成功,微信,False
2022-06-13 18:19:10,餐饮美食,沙县小吃,沙县小吃-工作餐,支出,12.81,余额宝,支付成功,支付宝,False
2022-06-13 11:05:30,转账,借款人,借款人-转账,收入,507.54,零钱,支付成功,微信,False
2022-06-12 19:55:48,餐饮美食,星巴克,星巴克-工作餐,支出,36.85,余额宝,支付成功,支付宝,False
2022-06-12 12:54:49,交通出行,美团单车,美团单车-共享单车,支出,16.36,余额宝,支付成功,支付宝,False
2022-06-12 07:08:19,服饰装扮,耐克Nike,耐克Nike-鞋子,支出,1557.6,余额宝,支付成功,支付宝,False
2022-06-12 04:31:43,餐饮美食,饿了么,饿了么-早餐,支出,19.73,余额宝,支付成功,支付宝,False
2022-06-11 16:06:48,其他,小卖部,小卖部-买早餐,支出,25.66,余额宝,支付成功,支付宝,False
2022-06-11 14:44:29,扫二维码付款,打印店,打印店-扫码支付,支出,132.46,零钱,支付成功,微信,False
2022-06-11 12:25:53,餐饮美食,星巴克,星巴克-周末改善伙食,支出,44.78,余额宝,支付成功,支付宝,False
2022-06-10 16:43:13,餐饮美食,喜茶,喜茶-外卖订单,支出,86.67,余额宝,支付成功,支付宝,False
2022-06-10 12:29:21,扫二维码付款,路边摊,路边摊-付款,支出,28.58,零钱,支付成功,微信,False
2022-06-10 07:47:57,数码电器,京东自营,京东自营-购买手机,支出,2044.19,余额宝,支付成功,支付宝,False
2022-06-09 23:50:27,转账红包,同事群,同事群-节日红包,支出,174.07,余额宝,支付成功,支付宝,False
2022-06-09 17:29:05,住房物业,碧桂园服务,碧桂园服务-宽带费,支出,44.42,余额宝,支付成功,支付宝,False
2022-06-08 21:43:08,餐饮美食,美团外卖,美团外卖-夜宵,支出,25.49,余额宝,支付成功,支付宝,False
2022-06-08 19:45:57,其他,小卖部,小卖部-买水果,支出,192.05,余额宝,支付成功,支付宝,False
2022-06-08 19:41:05,交通出行,美团单车,美团单车-打车上班,支出,6.86,余额宝,支付成功,支付宝,False
2022-06-08 17:12:39,餐饮美食,星巴克,星巴克-周末改善伙食,支出,82.22,余额宝,支付成功,支付宝,False
2022-06-08 12:30:30,餐饮美食,兰州拉面,兰州拉面-周末改善伙食,支出,11.42,余额宝,支付成功,支付宝,False
2022-06-07 19:07:57,扫二维码付款,打印店,打印店-付款,支出,21.06,零钱,支付成功,微信,False
2022-06-07 18:52:36,商户消费,水果摊,水果摊-零钱支付,支出,18.46,零钱,支付成功,微信,False
2022-06-07 12:09:36,充值缴费,腾讯视频,腾讯视频-宽带续费,支出,139.41,余额宝,支付成功,支付宝,False
2022-06-07 08:32:36,餐饮美食,美团外卖,美团外卖-聚餐,支出,19.1,余额宝,支付成功,支付宝,False
2022-06-07 08:25:32,扫二维码付款,小吃店,小吃店-扫码支付,支出,25.07,零钱,支付成功,微信,False
2022-06-06 22:43:37,交通出行,中国石化,中国石化-打车上班,支出,2.55,余额宝,支付成功,支付宝,False
2022-06-06 18:46:09,运动户外,家乐福,家乐福-购买生活用品,支出,881.5,余额宝,支付成功,支付宝,False
2022-06-06 18:08:40,扫二维码付款,小吃店,小吃店-扫码支付,支出,161.13,零钱,支付成功,微信,False
2022-06-06 16:19:54,群收款,旅游群,旅游群-活动费,支出,490.39,零钱,支付成功,微信,False
2022-06-06 14:00:34,转账,借款人,借款人-还款,支出,109.1,零钱,支付成功,微信,False
2022-06-06 13:43:11,转账,借款人,借款人-转账,支出,197.83,零钱,支付成功,微信,False
2022-06-06 12:04:20,餐饮美食,美团外卖,美团外卖-工作餐,支出,16.93,余额宝,支付成功,支付宝,False
2022-06-06 11:53:22,日用百货,沃尔玛,沃尔玛-纸巾湿巾,支出,9.91,余额宝,支付成功,支付宝,False
2022-06-06 09:26:40,商户消费,小卖部,小卖部-买早餐,支出,5.39,零钱,支付成功,微信,False
2022-06-05 21:01:23,其他,水果摊,水果摊-买菜,支出,321.43,余额宝,支付成功,支付宝,False
2022-06-05 20:57:56,扫二维码付款,小吃店,小吃店-扫码支付,支出,11.11,零钱,支付成功,微信,False
2022-06-05 18:43:19,商户消费,菜市场,菜市场-零钱支付,支出,76.19,零钱,支付成功,微信,False
2022-06-05 16:43:11,日用百货,罗森,罗森-零食饮料,支出,398.63,余额宝,支付成功,支付宝,False
2022-06-05 11:20:21,商户消费,便利店,便利店-买早餐,支出,10.95,零钱,支付成功,微信,False
2022-06-04 21:38:27,转账红包,家庭群,家庭群-转账,支出,10.61,余额宝,支付成功,支付宝,False
2022-06-04 16:19:37,商户消费,菜市场,菜市场-买水果,支出,42.88,零钱,支付成功,微信,False
2022-06-04 16:12:09,餐饮美食,饿了么,饿了么-夜宵,支出,15.25,余额宝,支付成功,支付宝,False
2022-06-04 14:08:04,美容美发,完美日记,完美日记-护肤品,支出,195.87,余额宝,支付成功,支付宝,False
2022-06-04 12:45:08,餐饮美食,喜茶,喜茶-周末改善伙食,支出,190.88,余额宝,支付成功,支付宝,False
2022-06-04 11:40:10,住房物业,碧桂园服务,碧桂园服务-电费,支出,182.67,余额宝,支付成功,支付宝,False
2022-06-03 21:10:53,其他,便利店,便利店-零钱支付,支出,840.4,余额宝,支付成功,支付宝,False
2022-06-03 18:19:05,扫二维码付款,小吃店,小吃店-付款,支出,16.39,零钱,支付成功,微信,False
2022-06-03 17:27:46,微信红包,微信好友,微信好友-生日快乐,支出,7.64,零钱,支付成功,微信,False
2022-06-03 12:55:54,商户消费,小卖部,小卖部-零钱支付,支出,4.61,零钱,支付成功,微信,False
2022-06-03 10:03:21,餐饮美食,饿了么,饿了么-早餐,支出,41.34,余额宝,支付成功,支付宝,False
2022-06-03 09:06:31,餐饮美食,兰州拉面,兰州拉面-下午茶,支出,41.96,余额宝,支付成功,支付宝,False
2022-06-02 22:05:28,交通出行,公交公司,公交公司-回家车票,支出,75.09,余额宝,支付成功,支付宝,False
2022-06-02 20:59:31,充值缴费,中国联通,中国联通-流量包,支出,752.02,余额宝,支付成功,支付宝,False
2022-06-02 20:44:23,商户消费,菜市场,菜市场-零钱支付,支出,19.8,零钱,支付成功,微信,False
2022-06-02 14:12:32,餐饮美食,蜜雪冰城,蜜雪冰城-周末改善伙食,支出,20.71,余额宝,支付成功,支付宝,False
2022-06-02 10:05:41,商户消费,便利店,便利店-买水果,支出,93.15,零钱,支付成功,微信,False
2022-06-01 21:23:03,餐饮美食,饿了么,饿了么-下午茶,支出,9.25,余额宝,支付成功,支付宝,False
2022-06-01 17:54:43,扫二维码付款,路边摊,路边摊-扫码支付,支出,12.83,零钱,支付成功,微信,False
2022-06-01 12:27:22,家居家装,屈臣氏,屈臣氏-纸巾湿巾,支出,171.99,余额宝,支付成功,支付宝,False
2022-06-01 09:00:00,住房物业,房东,房租,支出,4500.0,银行卡,支付成功,支付宝,False
2022-06-01 07:36:38,餐饮美食,海底捞,海底捞-早餐,支出,23.54,余额宝,支付成功,支付宝,False
2022-05-31 21:13:04,餐饮美食,星巴克,星巴克-周末改善伙食,支出,6.67,余额宝,支付成功,支付宝,False
2022-05-31 18:43:14,扫二维码付款,小吃店,小吃店-扫码支付,支出,25.71,零钱,支付成功,微信,False
2022-05-31 15:15:53,日用百货,淘宝购物,淘宝购物-纸巾湿巾,支出,71.34,余额宝,支付成功,支付宝,False
2022-05-30 20:47:26,服饰装扮,耐克Nike,耐克Nike-换季衣服,支出,1841.78,余额宝,支付成功,支付宝,False
2022-05-30 18:52:26,扫二维码付款,打印店,打印店-扫码支付,支出,13.06,零钱,支付成功,微信,False
2022-05-30 11:49:55,商户消费,小卖部,小卖部-买早餐,支出,9.79,零钱,支付成功,微信,False
2022-05-30 11:44:02,转账红包,李四,李四-借款还款,收入,271.16,余额宝,支付成功,支付宝,False
2022-05-30 11:34:44,家居家装,罗森,罗森-购买生活用品,支出,55.59,余额宝,支付成功,支付宝,False
2022-05-30 10:44:47,餐饮美食,美团外卖,美团外卖-聚餐,支出,170.3,余额宝,支付成功,支付宝,False
2022-05-29 20:06:47,交通出行,中国石油,中国石油-停车费,支出,6.01,余额宝,支付成功,支付宝,False
2022-05-29 19:04:20,交通出行,滴滴出行,滴滴出行-地铁充值,支出,14.1,余额宝,支付成功,支付宝,False
